scene,training_time,num_gaussians,memory,train_psnr,train_ssim,train_lpips,val_psnr,val_ssim,val_lpips,ATE,RTE
AVG,180.10013755261897,719814.8,8.506178535024326,26.499351664384207,0.8370310397197802,0.17292712508157518,19.728428755203883,0.6059490305371582,0.3192684705369174,0.02518157475821822,1.3442891110767328
bicycle,154.18279671669006,1000000,9.210902690887451,22.255569458007812,0.7214288115501404,0.2359558641910553,24.216262817382812,0.7102867960929871,0.20030894875526428,0.00475054837311488,0.4078144958649559
drjohnson,143.1574125289917,1000000,9.924586772918701,23.628265380859375,0.7653259038925171,0.3288242816925049,19.693721771240234,0.5665650367736816,0.48420700430870056,0.09517789698805862,4.897292066744323
stump,141.7681496143341,1000000,9.924586772918701,24.52920913696289,0.7416678071022034,0.22556796669960022,22.591262817382812,0.4966423213481903,0.2696373760700226,0.011743562457132038,0.38426281817789587
bonsai,173.53780102729797,1000000,9.575664043426514,26.889863967895508,0.8400883674621582,0.12044903635978699,25.99435806274414,0.7978694438934326,0.1265728920698166,0.0052221050168930454,0.7599121453880354
garden,151.8381004333496,1000000,9.575664043426514,26.74959373474121,0.847495973110199,0.11278314888477325,22.647581100463867,0.6121982932090759,0.14149734377861023,0.0016285305136606056,0.38438028151012327
room,159.7879295349121,1000000,9.924586772918701,29.39301872253418,0.906463086605072,0.07851966470479965,28.479167938232422,0.8920964002609253,0.08965076506137848,0.007275526292165776,0.6652416423443825
android,184.26154112815857,1000000,9.924586772918701,24.258750915527344,0.8428612947463989,0.12960846722126007,23.495092391967773,0.797727644443512,0.1442170888185501,0.009251588143267951,0.5867266668859175
counter,167.7839379310608,1000000,9.575664043426514,26.79696273803711,0.8547099828720093,0.10051107406616211,26.158248901367188,0.8293311595916748,0.1097489446401596,0.004616276967158185,0.604500016266549
crab1,178.50344109535217,1000000,9.924586772918701,25.651865005493164,0.8914319276809692,0.15033724904060364,23.80097007751465,0.858069896697998,0.17245948314666748,0.010927484435650182,1.7139778258278966
playroom,140.35595297813416,1000000,9.924586772918701,25.949438095092773,0.8461166024208069,0.16980233788490295,25.041915893554688,0.7936343550682068,0.20198088884353638,0.053123725069829084,2.2703910311776223
kitchen,175.09664702415466,1000000,9.575664043426514,26.409339904785156,0.8490506410598755,0.09619112312793732,24.518329620361328,0.748467206954956,0.11802348494529724,0.005197589897948318,0.4322384171395663
truck,166.74365830421448,1000000,9.924586772918701,23.565759658813477,0.8378310799598694,0.11117315292358398,22.275938034057617,0.8056871891021729,0.12746044993400574,0.0049085871543099215,0.492370596130689
crab2,249.76706910133362,1000000,16.484253883361816,24.966245651245117,0.8526404500007629,0.19148780405521393,24.119768142700195,0.8386729955673218,0.2044799029827118,0.01467099574241423,2.4636300708796526
yoda,281.29347681999207,1000000,16.723058700561523,26.14934539794922,0.8573923110961914,0.21676631271839142,25.325786590576172,0.8423030376434326,0.21966464817523956,0.015539749997878705,2.6220813462973904
statue,226.83702445030212,1000000,16.484253883361816,20.390989303588867,0.7539641261100769,0.2235788255929947,20.085655212402344,0.7374106049537659,0.22651059925556183,0.007698554027934164,0.2853224792545187
train,184.2030999660492,1000000,9.924586772918701,21.243850708007812,0.7562954425811768,0.2014024555683136,19.238142013549805,0.6838603615760803,0.23474939167499542,0.0057090195687417465,0.5181813892942888
AVG,180.04944036511742,811303.8448979593,9.332769615735327,25.985850463351426,0.8323834310000648,0.17141946719232376,20.99429286341278,0.6532069541000741,0.2776944640852815,0.02221293280953793,1.3030584480554284
bicycle,123.5874879360199,1000000,9.210902690887451,22.49999237060547,0.7328662872314453,0.22747987508773804,24.79365348815918,0.7218447327613831,0.1929507702589035,0.004749375055065628,0.4144548339790654
drjohnson,113.47114562988281,1000000,9.93591594696045,23.871631622314453,0.7737403512001038,0.32608020305633545,19.53958511352539,0.561621367931366,0.49096137285232544,0.09512528094397407,4.87499937482999
stump,112.89180612564087,1000000,9.93591594696045,24.712940216064453,0.7497023940086365,0.22262920439243317,22.491857528686523,0.4854585528373718,0.27411171793937683,0.011530695113439652,0.3818019105986293
bonsai,140.5260829925537,1000000,9.575149059295654,27.049030303955078,0.8398377895355225,0.12143620103597641,26.06611442565918,0.7946538925170898,0.1286602020263672,0.0050786501322139695,0.6502972466600988
garden,121.6514687538147,1000000,9.575149059295654,27.59025764465332,0.8578259348869324,0.1034516990184784,23.34014320373535,0.6223347187042236,0.1355244368314743,0.0015878038629169085,0.39754534719220125
room,130.45744919776917,1000000,9.93591594696045,29.52699089050293,0.9073641896247864,0.07664594799280167,28.612470626831055,0.8928602933883667,0.08789985626935959,0.007292407789850868,0.6690174558577144
android,173.0594379901886,1000000,10.683370113372803,24.42521095275879,0.844473123550415,0.12658463418483734,23.59186553955078,0.7985431551933289,0.14087621867656708,0.009482741904083379,0.6000488088545153
counter,140.09425926208496,1000000,9.575149059295654,27.182348251342773,0.865410566329956,0.09604800492525101,26.314105987548828,0.8321816325187683,0.10727307200431824,0.0046164761438884355,0.5886718125806915
crab1,148.25840258598328,1000000,10.683370113372803,25.801349639892578,0.8939990997314453,0.14358079433441162,23.921977996826172,0.858880341053009,0.16571445763111115,0.010819391062067293,1.7181086400523782
playroom,113.24293518066406,1000000,9.93591594696045,26.231372833251953,0.8508753776550293,0.16088898479938507,24.914215087890625,0.793583869934082,0.1967131644487381,0.05313504379019872,2.2673487788490436
kitchen,145.51477003097534,1000000,9.575149059295654,26.727338790893555,0.8583288192749023,0.0966891273856163,24.90389060974121,0.7716763615608215,0.11630529165267944,0.005243084479139626,0.3835771922096313
truck,136.6622657775879,1000000,10.649560451507568,23.668323516845703,0.8394678235054016,0.10874858498573303,22.274818420410156,0.8057698607444763,0.12539790570735931,0.0048911559114184575,0.43291693386104374
train,153.23100638389587,1000000,9.93591594696045,21.29191017150879,0.759613573551178,0.19648300111293793,19.198501586914062,0.6818791031837463,0.23168453574180603,0.005737669683037389,0.5246746858098993
AVG,170.71619898576083,850241.1467444121,9.457870795680824,25.870971751939067,0.8316297917474444,0.16790031145917655,21.582187980732023,0.6711370728147894,0.25839359057626127,0.02111010184679668,1.2548632607001
